iso_code,country,year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_cons_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,gdp,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,population,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
SVK,Slovakia,2016,,,,,317.898,1.73,6.484,,165.667,-1.299,-0.49,6834.456,37.193,514.517,2.8,-8.797,-0.534,1017.108,5.535,10.495,20.542,29.33,26.68,0.422,0.76,33271.063,1.324,1.111,1.383,970.231,5.28,23124.715,125.845,19.79,69.504,0.409,0.185,45.303,279.309,1.52,8324.656,-1.064,-0.011,184.934,1.006,5.697,25.021,136796123408.0,4.42,4.15,0.427,10.716,801.176,4.36,1969.044,16.342,5.918,-0.973,-0.526,53.578,3932.377,21.4,9845.231,80.21,29.591,2.65,9.035,-3.033,-1.162,37.154,2714.075,14.77,6827.191,55.36,20.52,4.05,1.687,43.349,176.406,0.96,7965.602,0.274,0.0,24.507,0.133,3.598,23.942,4.353,1.73,0.0,3.535,0.149,317.898,0.0,799.91,6.484,0.0,2.404,4902.608,5442001.0,181.061,4.028,0.636,16.424,1218.302,6.63,3018.04,24.85,9.071,4.713,0.06,1.34,97.391,0.53,246.304,1.987,0.74,-0.183,-0.0,0.015,1.838,0.01,2.782,0.037,0.008
SVN,Slovenia,2016,,,,,134.991,0.28,1.725,,282.193,6.888,0.853,6381.014,13.236,2415.383,5.01,9.21,0.973,5563.948,11.541,30.869,16.817,15.05,16.23,6.823,5.027,37943.459,1.421,7.007,3.365,2627.513,5.45,24776.37,51.391,33.58,65.298,6.036,0.466,8.191,202.487,0.42,3948.794,66.666,0.022,26.723,0.055,2.588,10.407,55372838839.0,4.58,17.551,1.691,11.324,2169.506,4.5,5459.5,27.726,14.389,7.071,1.789,27.094,5197.172,10.78,13062.571,66.42,34.426,-1.18,-7.841,0.588,0.084,14.372,2757.683,5.72,6928.945,35.243,18.261,7.329,2.046,29.965,9.642,0.02,14446.561,0.943,0.0,1.513,0.003,0.123,38.074,0.712,0.28,0.0,5.365,0.036,134.991,0.0,343.113,1.725,0.0,0.904,7824.685,2074205.0,78.703,15.479,1.705,12.722,2439.489,5.06,6133.626,31.177,16.165,-3.131,-0.022,0.671,130.17,0.27,323.715,1.664,0.853,-0.183,-0.0,0.015,4.821,0.01,7.299,0.062,0.019
SWE,Sweden,2016,29.691,3.523,1564.429,15.388,1168.157,11.49,7.371,2.591,48.175,-1.874,-0.44,2341.258,23.029,26.434,0.26,,0.0,0.0,0.0,0.167,3.878,144.16,155.89,-1.661,-10.028,60371.507,1.34,2.799,5.325,372.102,3.66,19886.346,195.602,2.348,32.94,6.997,0.653,9.989,69.134,0.68,1015.556,,0.0,0.0,0.0,0.436,1.682,443163622183.0,7.51,-18.139,-34.559,155.963,6305.407,62.02,15856.294,39.784,26.265,-3.712,-15.353,398.213,15476.815,152.23,40485.21,97.652,67.06,-11.73,-8.137,11.322,16.139,158.686,6415.207,63.1,16133.187,40.477,26.723,3.246,5.112,162.584,276.535,2.72,16529.533,,0.0,0.0,0.0,1.745,27.38,28.89,11.49,0.0,6.085,1.657,1168.157,0.0,2937.185,7.371,0.0,4.865,15848.917,9836003.0,593.814,-11.62,-31.492,239.527,9061.608,89.13,24352.023,57.175,40.337,46.55,0.114,0.36,14.233,0.14,36.561,0.09,0.061,-5.413,-2.228,38.927,1573.81,15.48,3957.554,9.93,6.555
SWZ,Eswatini,2016,,,,,368.045,0.41,71.93,,210.526,,,,,0.0,0.0,13.32,0.133,1013.977,1.13,0.0,,1.65,0.57,2.76,0.163,5453.714,0.721,,,35.907,0.04,,,7.018,,,,,0.0,0.0,,,,,,0.0,,8425261860.0,0.12,,,,107.721,0.12,,21.053,,,,,475.766,0.53,,92.982,,1.08,65.455,,,,0.0,0.0,,0.0,,,,,35.907,0.04,,,,,,7.018,,,0.41,0.0,,,368.045,0.0,,71.93,0.0,,511.672,1113994.0,6.075,,,,475.766,0.53,,92.982,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
SYC,Seychelles,2016,,,,,0.0,0.0,0.0,,695.652,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.46,0.46,10.928,0.496,52568.51,2.032,,,4806.135,0.46,,,100.0,,,,,0.0,0.0,,,,,,0.0,,2476032000.0,0.32,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,4806.135,0.46,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4806.135,95711.0,5.031,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
SYR,Syria,2016,,,,,0.573,0.01,0.058,,534.031,,,,,5.153,0.09,,0.0,0.0,0.0,0.524,,17.12,17.19,-2.577,-3.144,6805.331,2.203,,,930.975,16.26,,,94.59,,,,,608.054,10.62,,-12.791,-5.184,2023.625,35.344,61.78,,53942174469.0,9.18,,,,52.675,0.92,,5.352,,,,,53.248,0.93,,5.41,,-0.07,-0.409,,,,0.0,0.0,,0.0,,,,,317.768,5.55,,-8.063,-1.123,733.305,12.808,32.286,,,0.01,0.0,,,0.573,0.0,,0.058,0.0,,984.222,17465566.0,118.859,,,,53.248,0.93,,5.41,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
TCA,Turks and Caicos Islands,2016,,,,,0.0,0.0,0.0,,695.652,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.23,0.23,3.435,0.029,24138.0,,,,6291.373,0.23,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.16,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,6291.373,0.23,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,6291.373,36558.0,0.882,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
TCD,Chad,2016,,,,,0.0,0.0,0.0,,678.571,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.28,0.28,-0.867,-0.036,285.527,0.133,,,18.542,0.27,,,96.429,,,,,0.0,0.0,,,,,,0.0,,31254115079.0,0.19,,,,0.0,0.0,,0.0,,,,,0.687,0.01,,3.571,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,18.542,0.27,,5.625,3.801,4900.665,71.362,96.429,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,19.229,14561658.0,4.158,,,,0.687,0.01,,3.571,,,,,0.0,0.0,,0.0,,,,,0.687,0.01,,3.571,
TGO,Togo,2016,,,,,0.0,0.0,0.0,,372.093,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.18,0.43,45.026,2.792,1197.379,0.828,,,30.626,0.23,,,53.488,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,10859800000.0,0.16,,,,26.631,0.2,,46.512,,,,,26.631,0.2,,46.512,,0.75,63.559,,,,0.0,0.0,,0.0,,,,,30.626,0.23,,,0.0,0.0,0.0,53.488,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,57.257,7509952.0,8.992,,,,26.631,0.2,,46.512,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
THA,Thailand,2016,2.113,0.398,278.655,19.219,126.284,8.71,4.901,1.3,527.32,1.939,3.957,3016.188,208.03,531.525,36.66,11.571,5.193,725.945,50.069,20.629,14.075,196.1,177.71,2.188,31.653,21429.643,1.425,1.848,25.733,2345.758,161.79,20564.644,1418.37,91.042,95.963,-0.778,-3.967,505.643,1807.128,124.64,7331.207,-0.543,-2.036,5404.234,372.737,70.137,34.211,1037065847656.0,93.71,-6.345,-0.604,8.91,50.601,3.49,129.186,1.964,0.603,11.016,5.92,59.661,230.821,15.92,865.017,8.958,4.037,18.39,9.378,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.792,25.743,704.696,7.104,0.49,10217.249,3.009,6.159,3056.729,210.827,0.276,47.678,22.172,8.71,0.0,19.458,3.611,126.284,0.0,321.466,4.901,0.0,1.5,2576.579,68971312.0,1478.031,11.016,5.92,59.661,230.821,15.92,865.017,8.958,4.037,41.17,2.477,8.492,49.006,3.38,123.13,1.902,0.575,4.561,0.038,0.868,4.93,0.34,12.579,0.191,0.059
TJK,Tajikistan,2016,,,,,0.0,0.0,0.0,,45.802,,,,,18.468,0.16,31.477,2.156,1039.692,9.007,0.94,,15.7,17.03,2.942,1.861,7515.026,1.958,,,64.638,0.56,,,3.288,,,,,17.314,0.15,,-5.022,-0.011,23.78,0.206,0.881,,33246705493.0,0.78,,,,1901.063,16.47,,96.712,,,,,1901.063,16.47,,96.712,,-1.33,-8.471,,,,0.0,0.0,,0.0,,,,,28.856,0.25,,-0.619,-0.001,13.116,0.114,1.468,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1965.701,8663575.0,65.107,,,,1901.063,16.47,,96.712,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
TKM,Turkmenistan,2016,,,,,0.0,0.0,0.0,,556.657,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17.98,21.18,-0.986,-3.282,58198.27,2.616,-0.987,-3.286,3740.483,21.18,58193.816,329.515,100.0,99.992,-1.069,-2.713,251.15,2560.765,14.5,44354.256,-4.023,-26.5,111649.794,632.203,68.461,76.212,125986219850.0,11.79,-0.348,-0.0,0.008,0.0,0.0,1.403,0.0,0.002,20.472,0.004,0.026,0.0,0.0,4.503,0.0,0.008,-3.2,-17.798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.726,-0.573,78.365,1179.718,6.68,13839.56,-0.378,-0.582,27070.533,153.283,31.539,23.78,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3740.483,5662371.0,329.54,20.472,0.004,0.026,0.0,0.0,4.503,0.0,0.008,33.053,0.004,0.018,0.0,0.0,3.1,0.0,0.005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,Timor,2016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,-2.251,-0.048,1712.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219289.0,2.088,,,,,,,,,,,,,,,,,,,,,,,,
TON,Tonga,2016,,,,,0.0,0.0,0.0,,800.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.05,0.05,5.926,0.033,5864.47,,,,494.35,0.05,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.04,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,494.35,0.05,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,494.35,101143.0,0.593,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
TTO,Trinidad and Tobago,2016,,,,,14.518,0.02,0.226,,519.774,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.85,8.85,-11.277,-25.07,143174.722,5.539,-11.278,-25.07,6409.87,8.83,143165.433,197.219,99.774,99.993,-13.57,-26.603,169.445,5466.175,7.53,123003.338,-13.0,-46.742,227079.984,312.817,85.085,85.911,35605774104.0,4.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,-0.0,0.013,14.518,0.02,9.397,0.226,0.007,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.843,1.533,27.775,943.695,1.3,20162.095,-10.215,-5.731,36567.146,50.374,14.689,14.082,0.0,0.02,0.0,,0.0,14.518,0.0,0.0,0.226,0.0,0.0,6424.389,1377563.0,197.232,-0.64,-0.0,0.013,14.518,0.02,9.397,0.226,0.007,-0.64,-0.0,0.013,0.0,0.0,9.397,0.0,0.007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,Tunisia,2016,,,,,0.0,0.0,0.0,,474.31,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,18.37,18.49,-0.184,-0.206,9909.477,0.899,,,1579.98,17.86,,,96.593,,,,,1579.98,17.86,,-13.079,-2.268,1333.598,15.075,96.593,,124551505512.0,8.77,,,,4.423,0.05,,0.27,,,,,55.733,0.63,,3.407,,-0.12,-0.653,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-5.886,-2.005,2835.907,32.057,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1635.713,11303942.0,112.016,,,,55.733,0.63,,3.407,,,,,9.731,0.11,,0.595,,,,,41.578,0.47,,2.542,
TUR,Turkey,2016,,,,,20.419,1.63,0.596,,449.048,10.701,43.234,5602.812,447.26,1132.311,90.39,20.834,31.0,2252.314,179.797,33.026,26.788,278.57,273.69,5.024,79.864,20915.283,1.114,4.689,64.567,2298.07,183.45,18057.657,1441.504,67.028,86.337,-3.165,-14.544,445.046,1117.78,89.23,5575.075,-3.675,-0.149,48.924,3.906,32.603,26.655,1498503473053.0,122.9,-0.466,-0.791,169.072,842.187,67.23,2117.956,24.564,10.126,7.235,15.311,226.946,1130.432,90.24,2842.942,32.972,13.593,4.88,1.752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.989,35.877,549.197,47.978,3.83,6879.77,2.316,0.719,397.808,31.756,1.399,32.893,16.229,6.45,4.82,37.498,4.426,80.799,60.38,203.294,2.357,1.761,0.972,3428.502,79827864.0,1669.622,7.235,15.311,226.946,1130.432,90.24,2842.942,32.972,13.593,434.168,2.132,2.623,13.028,1.04,32.86,0.38,0.157,32.378,9.544,39.022,194.418,15.52,488.831,5.671,2.337
TUV,Tuvalu,2016,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11232.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TWN,Taiwan,2016,,,,,76.636,1.81,0.734,,575.245,-0.547,-2.51,19304.535,455.938,4867.009,114.95,,0.0,0.0,0.0,46.603,33.481,246.66,246.66,0.071,0.972,57658.679,1.388,0.653,8.13,8689.908,205.24,53092.897,1253.959,83.208,92.081,3.89,7.85,209.654,3346.571,79.04,8876.807,,,,,32.044,15.395,981422627430.0,141.89,45.928,5.194,16.502,277.752,6.56,698.706,2.66,1.212,-6.219,-7.12,107.365,1753.732,41.42,4545.844,16.792,7.884,0.0,0.0,-13.702,-12.641,79.622,1289.683,30.46,3371.206,12.349,5.847,0.476,2.79,588.366,476.328,11.25,24911.556,,,,,4.561,43.205,4.787,1.81,0.0,-2.366,-0.116,76.636,0.0,202.7,0.734,0.0,0.352,10443.64,23618202.0,1361.794,24.848,5.522,27.743,464.049,10.96,1174.637,4.443,2.037,29.658,0.638,2.789,47.844,1.13,118.083,0.458,0.205,-5.032,-0.194,3.664,61.817,1.46,155.148,0.592,0.269
TZA,Tanzania,2016,,,,,16.211,0.86,12.446,,410.999,,,,,0.0,0.0,7.393,0.143,39.283,2.084,0.0,,7.01,6.91,9.838,5.159,1085.717,0.406,,,69.37,3.68,,,53.256,,,,,0.0,0.0,,,,,,0.0,,141908847980.0,2.84,,,,44.11,2.34,,33.864,,,,,60.887,3.23,,46.744,,0.1,1.427,,,,0.0,0.0,,0.0,,,,,69.37,3.68,,,,,,53.256,,,0.86,0.0,,,16.211,0.0,,12.446,0.0,,130.256,53049232.0,57.596,,,,60.887,3.23,,46.744,,,,,0.566,0.03,,0.434,,,,,0.0,0.0,,0.0,
UGA,Uganda,2016,,,,,4.54,0.18,4.639,,100.515,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,3.77,3.88,11.301,3.041,755.354,0.386,,,9.836,0.39,,,10.052,,,,,0.0,0.0,,,,,,0.0,,77532052534.0,0.39,,,,82.473,3.27,,84.278,,,,,88.022,3.49,,89.948,,-0.11,-2.918,,,,0.0,0.0,,0.0,,,,,9.836,0.39,,,,,,10.052,,,0.18,0.0,,,4.54,0.0,,4.639,0.0,,97.858,39649172.0,29.949,,,,88.022,3.49,,89.948,,,,,1.009,0.04,,1.031,,,,,0.0,0.0,,0.0,
UKR,Ukraine,2016,,,,,3.131,0.14,0.086,,350.915,18.673,59.383,8440.226,377.394,1332.925,59.6,6.214,12.39,4736.365,211.78,36.596,36.197,159.11,162.86,4.627,46.111,23317.455,2.56,7.782,58.867,1625.005,72.66,18234.416,815.328,44.615,78.201,-1.775,-5.678,314.208,220.067,9.84,7027.123,1.005,1.893,4254.369,190.229,6.042,30.137,407348479862.0,57.15,41.4,5.652,19.303,171.536,7.67,431.703,4.71,1.851,-5.338,-12.793,226.851,2017.278,90.2,5073.402,55.385,21.758,-3.75,-2.357,-8.167,-18.104,203.573,1810.407,80.95,4552.802,49.705,19.525,4.354,5.162,123.726,72.014,3.22,2767.067,-7.093,-2.164,633.827,28.341,1.977,11.867,0.342,0.14,0.0,-6.762,-0.025,3.131,0.0,7.649,0.086,0.0,0.033,3642.283,44713708.0,1042.61,29.56,5.311,23.278,206.872,9.25,520.6,5.68,2.233,2.392,0.029,1.234,10.959,0.49,27.604,0.301,0.118,-12.564,-0.345,2.399,21.246,0.95,53.644,0.583,0.23
URY,Uruguay,2016,,,,,438.066,1.5,10.893,,95.134,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,13.02,13.77,1.572,1.048,19769.26,1.029,,,400.101,1.37,,,9.949,,,,,312.487,1.07,,,0.0,0.0,0.0,7.771,,65763795575.0,1.31,,,,2266.263,7.76,,56.354,,,,,3621.348,12.4,,90.051,,-0.75,-5.76,,,,0.0,0.0,,0.0,,,,,87.613,0.3,,,0.0,0.0,0.0,2.179,,,1.5,0.0,,,438.066,0.0,,10.893,0.0,,4021.449,3424139.0,67.693,,,,3621.348,12.4,,90.051,,,,,43.807,0.15,,1.089,,,,,873.212,2.99,,21.714,
USA,United States,2016,8.144,29.633,1218.128,393.475,194.294,62.76,1.537,1.54,429.755,-8.508,-368.337,12261.759,3960.741,3836.188,1239.15,-18.271,-912.933,12642.019,4083.574,30.34,15.505,4150.73,4084.23,-0.137,-35.089,79080.9,1.488,-1.106,-239.636,8225.475,2656.96,66346.029,21430.829,65.054,83.896,0.742,55.194,7490.989,4267.002,1378.31,23190.787,-1.749,-129.471,22517.65,7273.561,33.747,29.325,17162557226290.0,1755.22,6.391,39.843,663.312,808.412,261.13,2053.494,6.394,2.597,5.233,204.547,4113.588,4418.574,1427.27,12734.935,34.946,16.104,66.5,1.602,0.47,9.982,2132.795,2494.273,805.69,6602.753,19.727,8.349,0.742,73.506,9979.081,122.285,39.5,30893.483,-4.308,-284.282,19548.574,6314.502,0.967,39.066,208.03,78.59,15.83,-1.795,-3.803,243.301,49.007,644.025,1.924,0.388,0.814,12644.049,323016000.0,25544.396,10.892,194.564,1980.793,1924.301,621.58,6132.182,15.219,7.754,39.735,39.631,139.37,169.868,54.87,431.466,1.343,0.546,18.315,89.259,576.606,702.721,226.99,1785.069,5.558,2.257
UZB,Uzbekistan,2016,,,,,0.0,0.0,0.0,,492.857,18.124,2.68,555.459,17.465,317.412,9.98,10.874,1.238,401.604,12.627,17.821,3.404,54.5,56.0,-4.236,-22.69,16316.349,1.677,-4.974,-25.887,1550.486,48.75,15730.296,494.588,87.054,96.408,-6.511,-30.174,433.269,1194.908,37.57,13780.073,-0.909,-4.872,16896.016,531.24,67.089,84.456,305963440869.0,27.6,20.983,3.196,18.426,230.585,7.25,586.042,12.946,3.592,20.988,3.197,18.427,230.585,7.25,586.066,12.946,3.592,-1.5,-2.752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.806,1.608,43.854,38.166,1.2,1394.765,-2.8,-0.884,976.132,30.691,2.143,8.548,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.071,31441754.0,513.015,20.988,3.197,18.427,230.585,7.25,586.066,12.946,3.592,,0.001,0.001,0.0,0.0,0.024,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCT,Saint Vincent and the Grenadines,2016,,,,,0.0,0.0,0.0,,600.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.15,0.15,-0.202,-0.002,9074.971,,,,1187.573,0.13,,,86.667,,,,,0.0,0.0,,,,,,0.0,,,0.09,,,,182.703,0.02,,13.333,,,,,182.703,0.02,,13.333,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1187.573,0.13,,,,,,86.667,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1370.276,109467.0,0.993,,,,182.703,0.02,,13.333,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
VEN,Venezuela,2016,,,,,0.0,0.0,0.0,,238.082,12.222,0.187,57.451,1.715,0.0,0.0,-46.237,-3.147,122.584,3.659,0.0,0.206,103.56,104.67,-12.88,-122.786,27821.904,1.819,-12.021,-92.27,1415.016,42.24,22623.295,675.334,40.355,81.315,0.541,2.005,372.387,981.199,29.29,12474.776,3.254,11.737,12474.766,372.387,27.983,44.838,456477131987.0,24.92,-16.435,-30.516,155.16,2088.02,62.33,5197.787,59.549,18.682,-16.433,-30.517,155.186,2091.37,62.43,5198.632,59.645,18.685,-1.11,-1.072,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.872,-94.462,301.231,433.818,12.95,10091.068,-10.587,-166.67,47154.282,1407.614,12.372,36.27,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.386,29851248.0,830.519,-16.433,-30.517,155.186,2091.37,62.43,5198.632,59.645,18.685,13.625,0.003,0.025,0.335,0.01,0.846,0.01,0.003,-100.0,-0.003,0.0,3.015,0.09,0.0,0.086,0.0
VGB,British Virgin Islands,2016,,,,,0.0,0.0,0.0,,700.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.2,0.2,1.331,0.01,25770.86,,,,6813.149,0.2,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.14,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,6813.149,0.2,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,6813.149,29355.0,0.757,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
VIR,United States Virgin Islands,2016,,,,,0.0,0.0,0.0,,691.176,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.68,0.68,-17.213,-2.075,95206.401,,,,6391.361,0.67,,,98.529,,,,,0.0,0.0,,,,,,0.0,,,0.47,,,,0.0,0.0,,0.0,,,,,95.393,0.01,,1.471,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,6391.361,0.67,,,,,,98.529,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,6486.755,104829.0,9.98,,,,95.393,0.01,,1.471,,,,,95.393,0.01,,1.471,,,,,0.0,0.0,,0.0,
VNM,Vietnam,2016,,,,,0.748,0.07,0.04,,437.942,8.212,25.056,3526.037,330.179,685.281,64.17,-7.03,-19.076,2694.036,252.271,36.635,38.486,176.49,175.16,7.922,62.979,9161.91,1.485,6.378,41.437,1172.677,109.81,7380.513,691.114,62.691,80.556,-0.469,-0.483,102.386,479.921,44.94,1093.401,-0.469,-0.483,1093.4,102.386,25.657,11.934,577683462643.0,76.71,14.843,21.467,166.096,694.892,65.07,1773.765,37.149,19.36,14.829,21.542,166.811,697.882,65.35,1781.404,37.309,19.444,1.33,0.754,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.978,16.864,258.548,7.475,0.7,2761.075,-9.657,-19.283,1926.443,180.393,0.4,30.136,0.171,0.07,0.0,-3.432,-0.006,0.748,0.0,1.826,0.04,0.0,0.02,1870.559,93640440.0,857.925,14.829,21.542,166.811,697.882,65.35,1781.404,37.309,19.444,-0.494,-0.0,0.017,0.107,0.01,0.179,0.006,0.002,18.03,0.081,0.528,2.136,0.2,5.634,0.114,0.061
VUT,Vanuatu,2016,,,,,35.929,0.01,14.286,,571.429,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.07,0.07,0.88,0.006,2489.043,,,,179.645,0.05,,,71.429,,,,,0.0,0.0,,,,,,0.0,,,0.04,,,,0.0,0.0,,0.0,,,,,71.858,0.02,,28.571,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,179.645,0.05,,,,,,71.429,,,0.01,0.0,,,35.929,0.0,,14.286,0.0,,251.504,278326.0,0.693,,,,71.858,0.02,,28.571,,,,,0.0,0.0,,0.0,,,,,35.929,0.01,,14.286,
WSM,Samoa,2016,,,,,51.403,0.01,7.692,,461.538,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.13,0.13,5.119,0.072,7551.107,,,,462.63,0.09,,,69.231,,,,,0.0,0.0,,,,,,0.0,,,0.06,,,,154.21,0.03,,23.077,,,,,205.613,0.04,,30.769,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,462.63,0.09,,,,,,69.231,,,0.01,0.0,,,51.403,0.0,,7.692,0.0,,668.243,194540.0,1.469,,,,205.613,0.04,,30.769,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
